,Composition,Synth. Probability,Half Heusler (F-43m),Experimental Structure,Electron Count,Label
1603,ScAgGe,0.01,0.129735733,MoNiP (P-62m),18,Common non-HH Prototype
1312,ScMnGe,0.01,0.331589524,MoNiP (P-62m),14,Common non-HH Prototype
404,ScCuGe,0.01,0.097442541,MoNiP (P-62m),18,Common non-HH Prototype
378,TiOsSi,0.01,0.42767865,[TiFeSi],16,Other non-HH Prototype
1654,HfFeGe,0.01,0.346920837,MoNiP (P-62m),16,Common non-HH Prototype
37,ZrOsAl,0.01,0.376106972,[MgZn2],15,Other non-HH Prototype
1924,CaAuGa,0.01,0.215543988,MgSrSi (Pnma),22,Common non-HH Prototype
1046,LuTiSi,0.01,0.404285902,[Cu2Sb],11,Other non-HH Prototype
980,GdPdCd,0.009,0.13210531,MoNiP (P-62m),31,Common non-HH Prototype
343,HfIrGe,0.009,0.115306698,MgSrSi (Pnma),17,Common non-HH Prototype
110,HoCuTl,0.009,0.086125096,[CaIn2],27,Other non-HH Prototype
104,WNiSi,0.009,0.577652115,[MgZn2],20,Other non-HH Prototype
1696,LuCoB,0.009,0.562196934,phase_separating,15,Phase Separating
229,YAuSi,0.009,0.169328068,LiGaGe (P63mc),18,Common non-HH Prototype
1144,SmNiSn,0.009,0.090159878,MgSrSi (Pnma),22,Common non-HH Prototype
1460,ZrRuGe,0.009,0.434214772,[TiFeSi],16,Other non-HH Prototype
857,TiMnSi,0.009,0.523148924,[Fe2P],15,Other non-HH Prototype
1425,BeZrSi,0.009,0.532229065,AsHgK (P63/mmc),12,Common non-HH Prototype
1426,NdAuIn,0.009,0.101037566,MoNiP (P-62m),20,Common non-HH Prototype
1256,GdIrSn,0.009,0.1791469,MoNiP (P-62m),16,Common non-HH Prototype
950,SrAgSn,0.009,0.165372486,[KHg2],23,Other non-HH Prototype
275,YbRhIn,0.009,0.129969115,MgSrSi (Pnma),28,Common non-HH Prototype
1518,SrMgAu,0.009,0.153383166,MgSrSi (Pnma),27,Common non-HH Prototype
9,ZrRhGe,0.009,0.229589417,MgSrSi (Pnma),17,Common non-HH Prototype
1233,YNiIn,0.009,0.163089587,MoNiP (P-62m),16,Common non-HH Prototype
1153,MgYCu,0.009,0.184093118,MoNiP (P-62m),22,Common non-HH Prototype
172,UCoB,0.009,0.575013505,phase_separating,15,Phase Separating
1039,CaMgPt,0.009,0.164450637,MgSrSi (Pnma),26,Common non-HH Prototype
1326,LaRhAs,0.009,0.318311607,[LaPtSi],17,Other non-HH Prototype
998,ScPtAl,0.009,0.235957785,MgSrSi (Pnma),16,Common non-HH Prototype
810,GdAuGe,0.009,0.093373392,LiGaGe (P63mc),18,Common non-HH Prototype
188,NbVNi,0.009,0.597325068,[MgZn2],20,Other non-HH Prototype
602,EuCdGe,0.009,0.048508723,MgSrSi (Pnma),25,Common non-HH Prototype
1344,GdCoSn,0.009,0.176633339,MgSrSi (Pnma),16,Common non-HH Prototype
1345,TiNbB,0.009,0.313023146,phase_separating,12,Phase Separating
780,GdRhSn,0.009,0.177448622,MoNiP (P-62m),16,Common non-HH Prototype
875,HfMnGe,0.008,0.455125634,MoNiP (P-62m),15,Common non-HH Prototype
1895,TmNiIn,0.008,0.153048276,MoNiP (P-62m),28,Common non-HH Prototype
45,ScNiAl,0.008,0.251437099,[MgZn2],16,Other non-HH Prototype
187,ZrCuGe,0.008,0.267327307,MgSrSi (Pnma),19,Common non-HH Prototype
833,SrAuCd,0.008,0.102993218,MgSrSi (Pnma),31,Common non-HH Prototype
1149,EuPdIn,0.008,0.158403364,MgSrSi (Pnma),28,Common non-HH Prototype
1159,CrCoAl,0.008,0.437475722,Half Heusler (F-43m),18,Half Heusler
257,YbRhGa,0.008,0.246872817,MgSrSi (Pnma),28,Common non-HH Prototype
179,CaGaSi,0.008,0.317732106,[AlB2],15,Other non-HH Prototype
652,BaMnGe,0.008,0.600408016,[PbClF],19,Other non-HH Prototype
1036,CePdGa,0.008,0.238348325,MgSrSi (Pnma),22,Common non-HH Prototype
1788,HoCuB,0.008,0.519461548,phase_separating,27,Phase Separating
1796,TmIrGa,0.008,0.234496454,MgSrSi (Pnma),27,Common non-HH Prototype
1420,LaAgSn,0.008,0.071105508,[CaIn2],18,Other non-HH Prototype
1509,ErCuTl,0.008,0.086415019,[CaIn2],28,Other non-HH Prototype
373,YNiGa,0.008,0.216807967,[HoNiGa],16,Other non-HH Prototype
1005,DyCoSn,0.008,0.145737053,MgSrSi (Pnma),25,Common non-HH Prototype
552,SrAlGa,0.008,0.18095684,[AlB2],14,Other non-HH Prototype
964,ErCoSn,0.008,0.134732508,MgSrSi (Pnma),27,Common non-HH Prototype
551,ScPtSi,0.008,0.238815999,MgSrSi (Pnma),17,Common non-HH Prototype
1111,NdPdTl,0.008,0.134292878,MoNiP (P-62m),25,Common non-HH Prototype
608,VCrMo,0.008,0.753878091,phase_separating,17,Phase Separating
142,VCoB,0.008,0.415748529,phase_separating,17,Phase Separating
1905,CePtGa,0.008,0.255731872,MgSrSi (Pnma),16,Common non-HH Prototype
690,NbMnSi,0.007,0.52899188,MoNiP (P-62m),16,Common non-HH Prototype
1497,YbAuAl,0.007,0.253162691,MgSrSi (Pnma),30,Common non-HH Prototype
725,SrPtCd,0.007,0.140609613,MgSrSi (Pnma),30,Common non-HH Prototype
107,VSiGe,0.007,0.6254999,[CrSi2],13,Other non-HH Prototype
897,HfIrAl,0.007,0.239948635,[MgZn2],16,Other non-HH Prototype
216,YFeCo,0.007,0.444763848,[Laves(cub)#MgCu2],20,Other non-HH Prototype
1565,YbNiGe,0.007,0.292951327,MgSrSi (Pnma),30,Common non-HH Prototype
554,EuAuCd,0.007,0.095267033,MgSrSi (Pnma),32,Common non-HH Prototype
239,CeZnGa,0.007,0.144012402,AsHgK (P63/mmc),18,Common non-HH Prototype
1703,EuMgGe,0.007,0.085409204,MgSrSi (Pnma),21,Common non-HH Prototype
1037,DyPdTl,0.007,0.142378853,[InMg2],31,Other non-HH Prototype
678,DyPdIn,0.007,0.167025123,MoNiP (P-62m),31,Common non-HH Prototype
1444,GdPtIn,0.007,0.148743054,MoNiP (P-62m),16,Common non-HH Prototype
118,YPtGa,0.007,0.24493127,MgSrSi (Pnma),16,Common non-HH Prototype
1730,BaMgGe,0.007,0.196056745,[PbClF],20,Other non-HH Prototype
610,WReB,0.007,0.713743816,[CuAl2],16,Other non-HH Prototype
638,SmPdIn,0.007,0.171866876,MoNiP (P-62m),27,Common non-HH Prototype
431,HoCoSn,0.007,0.139562419,MgSrSi (Pnma),26,Common non-HH Prototype
299,TbAuGe,0.007,0.086465923,LiGaGe (P63mc),26,Common non-HH Prototype
645,ErPtGa,0.007,0.219133939,MgSrSi (Pnma),27,Common non-HH Prototype
1227,CaPtGa,0.007,0.2570613,MgSrSi (Pnma),21,Common non-HH Prototype
1921,ScNiGe,0.007,0.164149157,MgSrSi (Pnma),17,Common non-HH Prototype
460,ScRuGe,0.007,0.404930629,MoNiP (P-62m),15,Common non-HH Prototype
223,NbNiGe,0.007,0.232105462,MgSrSi (Pnma),19,Common non-HH Prototype
783,ZrReCo,0.007,0.699304882,[MgZn2],20,Other non-HH Prototype
1625,GdNiIn,0.007,0.157521714,MoNiP (P-62m),16,Common non-HH Prototype
1634,CeNiIn,0.007,0.14377422,MoNiP (P-62m),16,Common non-HH Prototype
1929,GdScGe,0.007,0.194281088,[La2Sb],10,Other non-HH Prototype
377,SmPdGa,0.007,0.238578344,MgSrSi (Pnma),27,Common non-HH Prototype
180,PrPdGa,0.007,0.238675753,MgSrSi (Pnma),24,Common non-HH Prototype
1409,ScFeB,0.007,0.547265777,phase_separating,14,Phase Separating
1475,ZrPdSi,0.007,0.248220159,MgSrSi (Pnma),24,Common non-HH Prototype
1268,TaVCo,0.007,0.560176346,[MgZn2],19,Other non-HH Prototype
1142,HfRhAl,0.007,0.266941229,[MgZn2],16,Other non-HH Prototype
940,ReCoB,0.007,0.454648916,MgSrSi (Pnma),19,Common non-HH Prototype
698,LaZnGa,0.007,0.138456693,AsHgK (P63/mmc),18,Common non-HH Prototype
1528,HfRhSi,0.006,0.331283089,MgSrSi (Pnma),17,Common non-HH Prototype
1803,LaZnTl,0.006,0.049683505,AsHgK (P63/mmc),18,Common non-HH Prototype
354,ZrCoNi,0.006,0.478214768,[Laves(cub)#MgCu2],23,Other non-HH Prototype
1664,TbIrSn,0.006,0.171282261,MoNiP (P-62m),24,Common non-HH Prototype
1061,YbRhAl,0.006,0.291373218,MgSrSi (Pnma),28,Common non-HH Prototype
276,LaMgGa,0.006,0.10108314,MoNiP (P-62m),14,Common non-HH Prototype
618,LaAgIn,0.006,0.122238442,[AuEuGe],17,Other non-HH Prototype
622,LaIrSn,0.006,0.227729234,MoNiP (P-62m),16,Common non-HH Prototype
1343,DyRhSn,0.006,0.166070991,MoNiP (P-62m),25,Common non-HH Prototype
587,TbPdIn,0.006,0.169317922,MoNiP (P-62m),30,Common non-HH Prototype
1655,SrAuIn,0.006,0.15123303,MgSrSi (Pnma),22,Common non-HH Prototype
1321,WCoB,0.006,0.565302104,MgSrSi (Pnma),18,Common non-HH Prototype
1161,CeCuAl,0.006,0.169837352,MoNiP (P-62m),17,Common non-HH Prototype
1136,CeMnCu,0.006,0.450874361,phase_separating,21,Phase Separating
350,ScAlGe,0.006,0.39825942,[YAlGe],10,Other non-HH Prototype
1600,GdCoNi,0.006,0.483816017,[Laves(cub)#MgCu2],22,Other non-HH Prototype
210,GdIrIn,0.006,0.141631904,MoNiP (P-62m),15,Common non-HH Prototype
35,ErPdGa,0.006,0.225441039,MgSrSi (Pnma),33,Common non-HH Prototype
723,CeCrB,0.006,0.948407614,phase_separating,12,Phase Separating
733,TbPtIn,0.006,0.144925072,MoNiP (P-62m),24,Common non-HH Prototype
1758,CeFeB,0.006,0.866225469,phase_separating,14,Phase Separating
1775,NdZnIn,0.006,0.054854117,AsHgK (P63/mmc),21,Common non-HH Prototype
215,GdZnSn,0.006,0.181710845,[YPtAs],19,Other non-HH Prototype
1557,ZrMoAl,0.006,0.73502741,[MgZn2],13,Other non-HH Prototype
334,TaFeAl,0.006,0.412662982,[MgZn2],16,Other non-HH Prototype
1694,CeZnIn,0.006,0.04869502,AsHgK (P63/mmc),18,Common non-HH Prototype
1756,YbCuSi,0.006,0.267539354,AsHgK (P63/mmc),31,Common non-HH Prototype
520,YZnGa,0.006,0.177387685,AsHgK (P63/mmc),18,Common non-HH Prototype
1089,CePdIn,0.006,0.169386019,MoNiP (P-62m),22,Common non-HH Prototype
328,MgYZn,0.006,0.213694548,MoNiP (P-62m),23,Common non-HH Prototype
1138,TbIrIn,0.006,0.135885578,MoNiP (P-62m),23,Common non-HH Prototype
720,LaPdGa,0.006,0.2266932,MgSrSi (Pnma),22,Common non-HH Prototype
69,TmRhGa,0.006,0.221276498,MgSrSi (Pnma),27,Common non-HH Prototype
120,UCoGe,0.006,0.091513992,MgSrSi (Pnma),16,Common non-HH Prototype
73,HfRuGe,0.006,0.383296348,MoNiP (P-62m),16,Common non-HH Prototype
868,CeNiPt,0.006,0.297085658,MgSrSi (Pnma),23,Common non-HH Prototype
847,HoMgPt,0.006,0.127946817,MoNiP (P-62m),31,Common non-HH Prototype
1250,ErFeB,0.006,0.614779312,phase_separating,25,Phase Separating
1003,ScFeAl,0.006,0.424003962,[MgZn2],14,Other non-HH Prototype
867,ErPdAs,0.006,0.093672014,MgSrSi (Pnma),35,Common non-HH Prototype
92,ErZnTl,0.006,0.078650092,AsHgK (P63/mmc),29,Common non-HH Prototype
1839,LaTiGe,0.006,0.432895898,[UP2#UAs2],11,Other non-HH Prototype
164,CaPtIn,0.006,0.139952876,MgSrSi (Pnma),21,Common non-HH Prototype
1032,LaMgIr,0.006,0.173806754,[LaNiAl],20,Other non-HH Prototype
1305,LaAgGe,0.006,0.138036623,LiGaGe (P63mc),18,Common non-HH Prototype
129,YCuIn,0.006,0.128643864,MoNiP (P-62m),17,Common non-HH Prototype
175,ErNiB,0.006,0.580133219,phase_separating,27,Phase Separating
822,WFeB,0.006,0.546469735,MgSrSi (Pnma),17,Common non-HH Prototype
152,LaMnGe,0.006,0.415463477,[PbClF],14,Other non-HH Prototype
1817,PrPdIn,0.006,0.170505186,MoNiP (P-62m),24,Common non-HH Prototype
1022,MoWB,0.005,0.666690368,[CuAl2],15,Other non-HH Prototype
348,GdRhIn,0.005,0.150027312,MoNiP (P-62m),15,Common non-HH Prototype
11,ScNiB,0.005,0.542114558,phase_separating,16,Phase Separating
629,ErPtIn,0.005,0.127861434,MoNiP (P-62m),27,Common non-HH Prototype
863,HfNiSi,0.005,0.095524553,MgSrSi (Pnma),18,Common non-HH Prototype
1197,TbNiIn,0.005,0.159076388,MoNiP (P-62m),24,Common non-HH Prototype
648,ScWB,0.005,0.611248761,phase_separating,12,Phase Separating
1313,SmZnIn,0.005,0.062835958,AsHgK (P63/mmc),23,Common non-HH Prototype
764,HfMoAl,0.005,0.716110082,[MgZn2],13,Other non-HH Prototype
743,ZrReSi,0.005,0.765499791,MoNiP (P-62m),15,Common non-HH Prototype
765,CaNiIn,0.005,0.185502454,MgSrSi (Pnma),21,Common non-HH Prototype
64,ZrFeB,0.005,0.508177962,phase_separating,15,Phase Separating
1681,CeAgGe,0.005,0.138262363,LiGaGe (P63mc),18,Common non-HH Prototype
1069,ErPtZn,0.005,0.16707729,MgSrSi (Pnma),36,Common non-HH Prototype
735,SrMgGe,0.005,0.126031213,MgSrSi (Pnma),20,Common non-HH Prototype
1059,SrCdGe,0.005,0.074422022,MgSrSi (Pnma),24,Common non-HH Prototype
896,LaAuIn,0.005,0.104025802,MoNiP (P-62m),17,Common non-HH Prototype
888,CeMgGa,0.005,0.109619993,MoNiP (P-62m),14,Common non-HH Prototype
1604,LaPtGa,0.005,0.225276833,MgSrSi (Pnma),16,Common non-HH Prototype
902,NbRuB,0.005,0.545637674,[NbRuB],16,Other non-HH Prototype
1753,GdZnTl,0.005,0.073303353,AsHgK (P63/mmc),18,Common non-HH Prototype
22,TaIrSi,0.005,0.088013162,MgSrSi (Pnma),18,Common non-HH Prototype
974,TaNiSi,0.005,0.361250527,MgSrSi (Pnma),19,Common non-HH Prototype
1431,LaNiIn,0.005,0.157231968,MoNiP (P-62m),16,Common non-HH Prototype
909,ErFeCo,0.005,0.431957043,[Laves(cub)#MgCu2],31,Other non-HH Prototype
1768,SrGaSi,0.005,0.391325099,[AlB2],15,Other non-HH Prototype
1673,MoCoB,0.005,0.513473265,MgSrSi (Pnma),18,Common non-HH Prototype
445,HoPtGa,0.005,0.225118528,MgSrSi (Pnma),26,Common non-HH Prototype
443,TiFeSi,0.005,0.394542476,[TiFeSi],16,Other non-HH Prototype
481,ZrTiNi,0.005,0.355528861,[MgZn2],18,Other non-HH Prototype
148,BaAuAl,0.005,0.391722343,[None],22,Other non-HH Prototype
251,LaPdTl,0.005,0.129928723,MoNiP (P-62m),22,Common non-HH Prototype
683,ScHfSi,0.005,0.366175297,phase_separating,11,Phase Separating
931,ScCoAl,0.005,0.264769007,[MgZn2],15,Other non-HH Prototype
491,CaPtCd,0.005,0.110263184,MgSrSi (Pnma),30,Common non-HH Prototype
1014,GdRhZn,0.005,0.216115756,MgSrSi (Pnma),24,Common non-HH Prototype
615,LaZnIn,0.005,0.044471883,AsHgK (P63/mmc),18,Common non-HH Prototype
411,YbPdAl,0.005,0.269987855,MgSrSi (Pnma),35,Common non-HH Prototype
943,HfPdSi,0.005,0.218727796,MgSrSi (Pnma),24,Common non-HH Prototype
786,YFeCu,0.005,0.522000034,[Laves(cub)#MgCu2],22,Other non-HH Prototype
1088,LuAgSi,0.005,0.19403623,MoNiP (P-62m),18,Common non-HH Prototype
1104,HoPdTl,0.005,0.145678086,[InMg2],32,Other non-HH Prototype
1295,ErPdIn,0.005,0.15875017,MoNiP (P-62m),33,Common non-HH Prototype
572,HoPdAs,0.005,0.09627129,MgSrSi (Pnma),34,Common non-HH Prototype
539,MgYPd,0.005,0.159038176,MoNiP (P-62m),27,Common non-HH Prototype
1546,TbRhSn,0.005,0.1722015,MoNiP (P-62m),24,Common non-HH Prototype
1700,LuFeAl,0.005,0.400314121,[MgZn2],14,Other non-HH Prototype
1534,CePtIn,0.005,0.16493048,MoNiP (P-62m),16,Common non-HH Prototype
1324,HoRhSn,0.005,0.159979318,MoNiP (P-62m),26,Common non-HH Prototype
560,DyZnTl,0.005,0.07695822,AsHgK (P63/mmc),27,Common non-HH Prototype
1539,ZrVNi,0.005,0.557682067,[MgZn2],19,Other non-HH Prototype
956,LaCeSi,0.005,0.082572983,phase_separating,10,Phase Separating
1314,HfIrSi,0.005,0.315044467,MgSrSi (Pnma),17,Common non-HH Prototype
850,TaOsB,0.005,0.643374068,[TaRuB],16,Other non-HH Prototype
1642,ScRhSi,0.005,0.393974948,MgSrSi (Pnma),16,Common non-HH Prototype
195,HoFeCo,0.005,0.433484547,[Laves(cub)#MgCu2],30,Other non-HH Prototype
1210,ScIrAl,0.005,0.235418193,[MgZn2],15,Other non-HH Prototype
969,YAgSi,0.005,0.189309592,MoNiP (P-62m),18,Common non-HH Prototype
1352,TmPdAl,0.005,0.265374563,MgSrSi (Pnma),34,Common non-HH Prototype
1875,NdAuGe,0.005,0.126576973,LiGaGe (P63mc),21,Common non-HH Prototype
1899,UOsAl,0.005,0.377916242,[Laves(4H)#MgNi2],14,Other non-HH Prototype
412,TiRuSi,0.005,0.448157821,[TiFeSi],16,Other non-HH Prototype
1478,YbPtAl,0.004,0.291031945,MgSrSi (Pnma),29,Common non-HH Prototype
1479,YZnGe,0.004,0.315179248,[YPtAs],19,Other non-HH Prototype
541,ErPdZn,0.004,0.17978299,MoNiP (P-62m),42,Common non-HH Prototype
1485,LaCdTl,0.004,0.125272417,AsHgK (P63/mmc),18,Common non-HH Prototype
1555,TmPdSi,0.004,0.280961063,MgSrSi (Pnma),35,Common non-HH Prototype
1123,PrPdCd,0.004,0.139655017,MoNiP (P-62m),33,Common non-HH Prototype
543,MgYAl,0.004,0.221982616,MoNiP (P-62m),14,Common non-HH Prototype
1689,MoNiSi,0.004,0.516428268,[MgZn2],20,Other non-HH Prototype
557,SrPtSi,0.004,0.741268668,[ZrSO],22,Other non-HH Prototype
519,TbPdZn,0.004,0.187120807,MoNiP (P-62m),39,Common non-HH Prototype
1216,BaZnPb,0.004,0.112874969,AsHgK (P63/mmc),24,Common non-HH Prototype
970,ZrRhAl,0.004,0.28144277,[MgZn2],16,Other non-HH Prototype
563,MgYIn,0.004,0.197620881,MoNiP (P-62m),14,Common non-HH Prototype
1706,ErNiZn,0.004,0.193596193,MoNiP (P-62m),36,Common non-HH Prototype
1011,HoCuIn,0.004,0.113559357,MoNiP (P-62m),27,Common non-HH Prototype
1590,TmAlGe,0.004,0.438741275,[YAlGe],22,Other non-HH Prototype
1848,EuPtIn,0.004,0.147141639,MgSrSi (Pnma),22,Common non-HH Prototype
1506,LuIrAl,0.004,0.269838737,MgSrSi (Pnma),15,Common non-HH Prototype
1745,CeAuIn,0.004,0.100643086,MoNiP (P-62m),17,Common non-HH Prototype
1707,PrAuIn,0.004,0.100991333,MoNiP (P-62m),19,Common non-HH Prototype
302,YbMnSi,0.004,0.488781279,MgSrSi (Pnma),27,Common non-HH Prototype
132,NbCrB,0.004,0.564851379,phase_separating,14,Phase Separating
23,TbNiZn,0.004,0.186013324,MoNiP (P-62m),33,Common non-HH Prototype
1207,YMnAl,0.004,0.509571542,[Laves(cub)#MgCu2],13,Other non-HH Prototype
1245,HoPdIn,0.004,0.163020176,MoNiP (P-62m),32,Common non-HH Prototype
1554,GdNiZn,0.004,0.185093604,MoNiP (P-62m),25,Common non-HH Prototype
590,GdZnGa,0.004,0.16669933,AsHgK (P63/mmc),18,Common non-HH Prototype
1457,DyNiSi,0.004,0.28839741,MgSrSi (Pnma),26,Common non-HH Prototype
592,ScCoGe,0.004,0.289574399,MgSrSi (Pnma),16,Common non-HH Prototype
623,CeZnTl,0.004,0.053820045,AsHgK (P63/mmc),18,Common non-HH Prototype
958,BaPdSi,0.004,0.725560838,[ZrSO],28,Other non-HH Prototype
1626,ScNiSi,0.004,0.244200067,MgSrSi (Pnma),17,Common non-HH Prototype
883,HoMoB,0.004,0.678090062,phase_separating,22,Phase Separating
442,PrZnGa,0.004,0.14705029,AsHgK (P63/mmc),20,Common non-HH Prototype
167,ScIrGe,0.004,0.275028546,MgSrSi (Pnma),16,Common non-HH Prototype
1826,DyNiZn,0.004,0.187723148,MoNiP (P-62m),34,Common non-HH Prototype
370,SrCuSi,0.004,0.424051647,AsHgK (P63/mmc),23,Common non-HH Prototype
991,ZrIrGe,0.004,0.187986874,MgSrSi (Pnma),17,Common non-HH Prototype
5,PrPdTl,0.004,0.131997226,MoNiP (P-62m),24,Common non-HH Prototype
772,SmAuGe,0.004,0.109020645,LiGaGe (P63mc),23,Common non-HH Prototype
225,HfTiAl,0.004,0.590036752,phase_separating,11,Phase Separating
400,CaMgPd,0.004,0.161155579,MgSrSi (Pnma),32,Common non-HH Prototype
1052,YbPtSi,0.004,0.437321525,MgSrSi (Pnma),30,Common non-HH Prototype
1095,GdZnAl,0.004,0.126312443,AsHgK (P63/mmc),18,Common non-HH Prototype
778,PrScGe,0.004,0.21902637,[La2Sb],12,Other non-HH Prototype
821,YbCoGe,0.004,0.38973137,MgSrSi (Pnma),29,Common non-HH Prototype
1379,ZrIrAl,0.004,0.254643424,[MgZn2],16,Other non-HH Prototype
1889,HfCrAl,0.004,0.748520623,[MgZn2],13,Other non-HH Prototype
1040,YbRhGe,0.004,0.325700181,MgSrSi (Pnma),29,Common non-HH Prototype
413,EuAuZn,0.003,0.16869935,MgSrSi (Pnma),32,Common non-HH Prototype
290,CaPdCd,0.003,0.117564761,MgSrSi (Pnma),36,Common non-HH Prototype
300,CeZnSn,0.003,0.183991732,[YPtAs],19,Other non-HH Prototype
337,DyMnGe,0.003,0.369483493,MgSrSi (Pnma),23,Common non-HH Prototype
119,TbIrGa,0.003,0.258257279,MgSrSi (Pnma),23,Common non-HH Prototype
1091,MoReB,0.003,0.691996933,[CuAl2],16,Other non-HH Prototype
1000,ErFeCu,0.003,0.510009373,[Laves(cub)#MgCu2],33,Other non-HH Prototype
1239,LaAgSi,0.003,0.176490445,phase_separating,18,Phase Separating
1106,PrAuGe,0.003,0.137976123,LiGaGe (P63mc),20,Common non-HH Prototype
1365,GdIrGa,0.003,0.262201998,MgSrSi (Pnma),15,Common non-HH Prototype
1566,HoPdGa,0.003,0.229412317,MgSrSi (Pnma),32,Common non-HH Prototype
1567,SrMgPt,0.003,0.202987586,MgSrSi (Pnma),26,Common non-HH Prototype
1368,LuAlGe,0.003,0.383912005,[YAlGe],10,Other non-HH Prototype
207,ScIrSi,0.003,0.433714163,MgSrSi (Pnma),16,Common non-HH Prototype
513,SmRhSn,0.003,0.18804396,MoNiP (P-62m),21,Common non-HH Prototype
779,LuAlSi,0.003,0.433689867,[YAlGe],10,Other non-HH Prototype
1096,EuPtGa,0.003,0.256918303,MgSrSi (Pnma),22,Common non-HH Prototype
597,ErCuIn,0.003,0.11593406,MoNiP (P-62m),28,Common non-HH Prototype
1121,HfReSi,0.003,0.784231831,MoNiP (P-62m),15,Common non-HH Prototype
814,DyPtGe,0.003,0.211548616,MgSrSi (Pnma),26,Common non-HH Prototype
396,BaAgSn,0.003,0.246573837,[KHg2],23,Other non-HH Prototype
181,GdPdZn,0.003,0.187799488,MoNiP (P-62m),31,Common non-HH Prototype
825,ZrMoSi,0.003,0.629389302,MgSrSi (Pnma),14,Common non-HH Prototype
565,LuCuGe,0.003,0.099033168,[CaIn2],18,Other non-HH Prototype
381,NdRhSn,0.003,0.20043783,MoNiP (P-62m),19,Common non-HH Prototype
174,ZrWB,0.003,0.674779375,phase_separating,13,Phase Separating
1892,SrMgSi,0.003,0.141663092,MgSrSi (Pnma),20,Common non-HH Prototype
571,ScFeGe,0.003,0.363499487,MoNiP (P-62m),15,Common non-HH Prototype
1355,GdMgIn,0.003,0.19253646,MoNiP (P-62m),14,Common non-HH Prototype
1337,LuIrGe,0.003,0.298616238,MgSrSi (Pnma),16,Common non-HH Prototype
1802,PrMgGa,0.003,0.114322339,MoNiP (P-62m),16,Common non-HH Prototype
318,ZrCoGe,0.003,0.18335801,MgSrSi (Pnma),17,Common non-HH Prototype
944,CePdCd,0.003,0.140524597,MoNiP (P-62m),31,Common non-HH Prototype
1801,GdMgPd,0.003,0.158566788,MoNiP (P-62m),27,Common non-HH Prototype
1346,HoCoNi,0.003,0.482290191,[Laves(cub)#MgCu2],32,Other non-HH Prototype
1348,ErCoNi,0.003,0.486507142,[Laves(cub)#MgCu2],33,Other non-HH Prototype
784,ErZnAl,0.003,0.139112315,AsHgK (P63/mmc),29,Common non-HH Prototype
930,LaReSi,0.003,0.862642508,phase_separating,14,Phase Separating
371,TmPtAl,0.003,0.271561107,MgSrSi (Pnma),28,Common non-HH Prototype
365,PrPtGa,0.003,0.253188539,MgSrSi (Pnma),18,Common non-HH Prototype
1614,PrRhSn,0.003,0.205982219,MoNiP (P-62m),18,Common non-HH Prototype
717,SmNiGa,0.003,0.207955301,[HoNiGa],21,Other non-HH Prototype
984,CrWB,0.003,0.583485323,[CuAl2],15,Other non-HH Prototype
1116,CePdTl,0.003,0.130698604,MoNiP (P-62m),22,Common non-HH Prototype
657,LaPtGe,0.003,0.294190155,[LaPtSi],17,Other non-HH Prototype
661,EuZnSi,0.003,0.204369645,AsHgK (P63/mmc),25,Common non-HH Prototype
1132,SmPtGa,0.003,0.246580766,MgSrSi (Pnma),21,Common non-HH Prototype
1455,DyCuCd,0.003,0.169049411,MoNiP (P-62m),35,Common non-HH Prototype
1060,NdZnTl,0.003,0.060532152,AsHgK (P63/mmc),21,Common non-HH Prototype
916,CaFeSi,0.003,0.726429079,phase_separating,20,Phase Separating
724,HoPtIn,0.003,0.134492137,MoNiP (P-62m),26,Common non-HH Prototype
19,NdPdGa,0.003,0.215800664,MgSrSi (Pnma),25,Common non-HH Prototype
871,HfNiAl,0.003,0.235735833,MoNiP (P-62m),17,Common non-HH Prototype
1047,HoPtGe,0.003,0.201482906,MgSrSi (Pnma),27,Common non-HH Prototype
1448,BaCuGe,0.003,0.425152797,[AlB2],23,Other non-HH Prototype
1616,HoPdZn,0.003,0.180254447,MoNiP (P-62m),41,Common non-HH Prototype
1747,DyPtIn,0.003,0.139802241,MoNiP (P-62m),25,Common non-HH Prototype
1584,HoCuSi,0.003,0.158294197,AsHgK (P63/mmc),28,Common non-HH Prototype
1683,LuPtAl,0.003,0.257386924,MgSrSi (Pnma),16,Common non-HH Prototype
730,TaNiB,0.003,0.386225579,[MoAlB],18,Other non-HH Prototype
1474,ErNiIn,0.003,0.15560859,MoNiP (P-62m),27,Common non-HH Prototype
448,TaFeB,0.003,0.493560361,MoNiP (P-62m),16,Common non-HH Prototype
217,CaGaGe,0.003,0.252761023,[YPtAs],15,Other non-HH Prototype
1217,LuNiSi,0.003,0.269651141,MgSrSi (Pnma),17,Common non-HH Prototype
52,DyMgPt,0.003,0.129900336,MoNiP (P-62m),30,Common non-HH Prototype
1579,ZrCrFe,0.003,0.628141081,[MgZn2],18,Other non-HH Prototype
1182,SrZnSi,0.003,0.299648765,AsHgK (P63/mmc),24,Common non-HH Prototype
140,YWB,0.003,0.864498586,phase_separating,12,Phase Separating
751,LaAuGe,0.003,0.159062028,LiGaGe (P63mc),18,Common non-HH Prototype
1433,YPtGe,0.003,0.2255777,MgSrSi (Pnma),17,Common non-HH Prototype
1576,LaPtIn,0.003,0.1625597,MoNiP (P-62m),16,Common non-HH Prototype
1777,PrPtIn,0.003,0.163932223,MoNiP (P-62m),18,Common non-HH Prototype
